m,TagName,
"2012-10-01 00:00:00","perl","686"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13618"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6272"
"2012-11-01 00:00:00","c#","12237"
"2012-11-01 00:00:00","c","3197"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12353"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2131"
"2012-11-01 00:00:00","php","11800"
"2012-11-01 00:00:00","python","6391"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12430"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10956"
"2012-12-01 00:00:00","c","2565"
"2012-12-01 00:00:00","python","5755"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5685"
"2012-12-01 00:00:00","javascript","11742"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11086"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1215"
"2013-01-01 00:00:00","java","13722"
"2013-01-01 00:00:00","c#","12764"
"2013-01-01 00:00:00","c","2906"
"2013-01-01 00:00:00","c++","6042"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6570"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","javascript","13798"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12890"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12572"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12490"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6067"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6725"
"2013-02-01 00:00:00","c","3094"
"2013-02-01 00:00:00","javascript","13628"
"2013-02-01 00:00:00","perl","748"
"2013-02-01 00:00:00","ruby","2221"
"2013-02-01 00:00:00","java","13706"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15919"
"2013-03-01 00:00:00","c#","14235"
"2013-03-01 00:00:00","c","3442"
"2013-03-01 00:00:00","ruby","2560"
"2013-03-01 00:00:00","c++","7185"
"2013-03-01 00:00:00","php","14152"
"2013-03-01 00:00:00","perl","852"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15304"
"2013-03-01 00:00:00","python","7620"
"2013-03-01 00:00:00","r","1849"
"2013-04-01 00:00:00","c#","13891"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7929"
"2013-04-01 00:00:00","c++","7130"
"2013-04-01 00:00:00","java","16240"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3530"
"2013-04-01 00:00:00","perl","839"
"2013-04-01 00:00:00","javascript","15333"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1838"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13443"
"2013-05-01 00:00:00","javascript","15059"
"2013-05-01 00:00:00","java","15292"
"2013-05-01 00:00:00","c#","13480"
"2013-05-01 00:00:00","c","3195"
"2013-05-01 00:00:00","php","13150"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6843"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","ruby","2344"
"2013-05-01 00:00:00","python","7808"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1782"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13955"
"2013-06-01 00:00:00","assembly","297"
"2013-06-01 00:00:00","c#","12799"
"2013-06-01 00:00:00","c","2941"
"2013-06-01 00:00:00","c++","6191"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7603"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14629"
"2013-06-01 00:00:00","php","12762"
"2013-06-01 00:00:00","ruby","2225"
"2013-06-01 00:00:00","r","1778"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6579"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14198"
"2013-07-01 00:00:00","php","14378"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3025"
"2013-07-01 00:00:00","python","8622"
"2013-07-01 00:00:00","javascript","16844"
"2013-07-01 00:00:00","perl","956"
"2013-07-01 00:00:00","java","15224"
"2013-07-01 00:00:00","ruby","2446"
"2013-07-01 00:00:00","r","1974"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16874"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3010"
"2013-08-01 00:00:00","c#","13870"
"2013-08-01 00:00:00","java","15094"
"2013-08-01 00:00:00","php","14394"
"2013-08-01 00:00:00","c++","6256"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7945"
"2013-08-01 00:00:00","r","1922"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","ruby","2484"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","java","16300"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","php","14320"
"2013-09-01 00:00:00","c++","6566"
"2013-09-01 00:00:00","c#","13778"
"2013-09-01 00:00:00","c","3401"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17740"
"2013-09-01 00:00:00","ruby","2394"
"2013-09-01 00:00:00","perl","686"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7972"
"2013-09-01 00:00:00","r","1714"
"2013-10-01 00:00:00","assembly","380"
"2013-10-01 00:00:00","c++","7984"
"2013-10-01 00:00:00","java","18760"
"2013-10-01 00:00:00","c#","15220"
"2013-10-01 00:00:00","delphi","521"
"2013-10-01 00:00:00","javascript","19778"
"2013-10-01 00:00:00","c","4241"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","815"
"2013-10-01 00:00:00","ruby","2789"
"2013-10-01 00:00:00","r","2094"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15403"
"2013-10-01 00:00:00","python","9496"
"2013-11-01 00:00:00","java","18806"
"2013-11-01 00:00:00","c#","14612"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18547"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c++","8148"
"2013-11-01 00:00:00","c","4293"
"2013-11-01 00:00:00","php","14981"
"2013-11-01 00:00:00","python","9500"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","swift","6"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","449"
"2013-12-01 00:00:00","c++","7023"
"2013-12-01 00:00:00","c","3501"
"2013-12-01 00:00:00","java","17492"
"2013-12-01 00:00:00","c#","13643"
"2013-12-01 00:00:00","python","8462"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18061"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1909"
"2013-12-01 00:00:00","ruby","2449"
"2013-12-01 00:00:00","php","14513"
"2014-01-01 00:00:00","php","16881"
"2014-01-01 00:00:00","c#","15353"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7700"
"2014-01-01 00:00:00","python","9845"
"2014-01-01 00:00:00","c","3739"
"2014-01-01 00:00:00","delphi","491"
"2014-01-01 00:00:00","javascript","21156"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18716"
"2014-01-01 00:00:00","ruby","2769"
"2014-01-01 00:00:00","r","2355"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21199"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3975"
"2014-02-01 00:00:00","c#","15133"
"2014-02-01 00:00:00","java","19304"
"2014-02-01 00:00:00","php","16631"
"2014-02-01 00:00:00","c++","7693"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","796"
"2014-02-01 00:00:00","python","9907"
"2014-02-01 00:00:00","r","2620"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2610"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c#","16196"
"2014-03-01 00:00:00","python","11427"
"2014-03-01 00:00:00","c++","8673"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22004"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4564"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22684"
"2014-03-01 00:00:00","php","18412"
"2014-03-01 00:00:00","ruby","2950"
"2014-03-01 00:00:00","r","2814"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4016"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15357"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20940"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","javascript","21479"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2740"
"2014-04-01 00:00:00","php","17793"
"2014-04-01 00:00:00","c++","8142"
"2014-04-01 00:00:00","python","10781"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2749"
"2014-05-01 00:00:00","java","18003"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3267"
"2014-05-01 00:00:00","python","9252"
"2014-05-01 00:00:00","c++","6795"
"2014-05-01 00:00:00","c#","13928"
"2014-05-01 00:00:00","assembly","331"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19842"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14834"
"2014-06-01 00:00:00","java","15950"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18335"
"2014-06-01 00:00:00","python","8924"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12525"
"2014-06-01 00:00:00","c","2777"
"2014-06-01 00:00:00","c++","5679"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13094"
"2014-06-01 00:00:00","r","2400"
"2014-06-01 00:00:00","ruby","2338"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2410"
"2014-07-01 00:00:00","javascript","20160"
"2014-07-01 00:00:00","c++","6280"
"2014-07-01 00:00:00","c#","13707"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17409"
"2014-07-01 00:00:00","c","2837"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14343"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","python","9923"
"2014-07-01 00:00:00","r","2639"
"2014-07-01 00:00:00","ruby","2563"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","java","15758"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12511"
"2014-08-01 00:00:00","c","2678"
"2014-08-01 00:00:00","c++","5885"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9120"
"2014-08-01 00:00:00","javascript","18488"
"2014-08-01 00:00:00","r","2477"
"2014-08-01 00:00:00","php","13258"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2469"
"2014-09-01 00:00:00","c#","12332"
"2014-09-01 00:00:00","assembly","285"
"2014-09-01 00:00:00","c++","6201"
"2014-09-01 00:00:00","python","8780"
"2014-09-01 00:00:00","java","16730"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3235"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18152"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2280"
"2014-09-01 00:00:00","php","13419"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12570"
"2014-10-01 00:00:00","javascript","18937"
"2014-10-01 00:00:00","java","17923"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6844"
"2014-10-01 00:00:00","php","13660"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3807"
"2014-10-01 00:00:00","ruby","2344"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9585"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2780"
"2014-11-01 00:00:00","java","17880"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11884"
"2014-11-01 00:00:00","c++","6571"
"2014-11-01 00:00:00","python","9576"
"2014-11-01 00:00:00","c","3676"
"2014-11-01 00:00:00","ruby","2116"
"2014-11-01 00:00:00","javascript","18003"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","swift","2564"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13099"
"2014-11-01 00:00:00","r","2708"
"2014-12-01 00:00:00","c++","6083"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11095"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12404"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9045"
"2014-12-01 00:00:00","c","3155"
"2014-12-01 00:00:00","javascript","17021"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2147"
"2014-12-01 00:00:00","java","16399"
"2014-12-01 00:00:00","swift","2492"
"2014-12-01 00:00:00","r","2360"
"2015-01-01 00:00:00","javascript","18548"
"2015-01-01 00:00:00","c","3213"
"2015-01-01 00:00:00","c#","11762"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16555"
"2015-01-01 00:00:00","c++","6132"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13665"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9685"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2431"
"2015-01-01 00:00:00","swift","3058"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16776"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13569"
"2015-02-01 00:00:00","c","3367"
"2015-02-01 00:00:00","c++","6481"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11804"
"2015-02-01 00:00:00","python","10204"
"2015-02-01 00:00:00","javascript","18697"
"2015-02-01 00:00:00","r","2976"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3243"
"2015-03-01 00:00:00","assembly","386"
"2015-03-01 00:00:00","javascript","20567"
"2015-03-01 00:00:00","c","3919"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","perl","641"
"2015-03-01 00:00:00","c#","13277"
"2015-03-01 00:00:00","java","19797"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","14974"
"2015-03-01 00:00:00","python","11618"
"2015-03-01 00:00:00","r","3566"
"2015-03-01 00:00:00","c++","7396"
"2015-03-01 00:00:00","ruby","2462"
"2015-03-01 00:00:00","swift","3603"
"2015-04-01 00:00:00","php","15032"
"2015-04-01 00:00:00","java","19845"
"2015-04-01 00:00:00","c++","7152"
"2015-04-01 00:00:00","c","3952"
"2015-04-01 00:00:00","javascript","20936"
"2015-04-01 00:00:00","assembly","440"
"2015-04-01 00:00:00","c#","13105"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11461"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","ruby","2505"
"2015-04-01 00:00:00","delphi","390"
"2015-04-01 00:00:00","swift","4027"
"2015-04-01 00:00:00","r","3329"
"2015-05-01 00:00:00","java","18567"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6823"
"2015-05-01 00:00:00","javascript","22178"
"2015-05-01 00:00:00","assembly","369"
"2015-05-01 00:00:00","c#","13372"
"2015-05-01 00:00:00","python","11226"
"2015-05-01 00:00:00","c","3523"
"2015-05-01 00:00:00","r","3429"
"2015-05-01 00:00:00","php","14631"
"2015-05-01 00:00:00","ruby","2505"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22646"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","java","17875"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13544"
"2015-06-01 00:00:00","r","3433"
"2015-06-01 00:00:00","c","3171"
"2015-06-01 00:00:00","python","11822"
"2015-06-01 00:00:00","php","14425"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","c++","6521"
"2015-06-01 00:00:00","ruby","2578"
"2015-06-01 00:00:00","swift","4336"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18724"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14137"
"2015-07-01 00:00:00","c++","6710"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","c","2816"
"2015-07-01 00:00:00","php","15430"
"2015-07-01 00:00:00","javascript","24003"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","swift","5156"
"2015-07-01 00:00:00","python","12324"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13238"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11233"
"2015-08-01 00:00:00","c++","5879"
"2015-08-01 00:00:00","java","17113"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","c","2577"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22182"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2316"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","swift","5094"
"2015-08-01 00:00:00","php","14289"
"2015-09-01 00:00:00","c","3087"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","javascript","21416"
"2015-09-01 00:00:00","java","16967"
"2015-09-01 00:00:00","go","425"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c#","12927"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","python","10978"
"2015-09-01 00:00:00","php","13550"
"2015-09-01 00:00:00","c++","5915"
"2015-09-01 00:00:00","ruby","2163"
"2015-09-01 00:00:00","swift","4561"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","java","18571"
"2015-10-01 00:00:00","c","3679"
"2015-10-01 00:00:00","c#","12802"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7054"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12491"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","javascript","21843"
"2015-10-01 00:00:00","r","3683"
"2015-10-01 00:00:00","ruby","2194"
"2015-10-01 00:00:00","php","13955"
"2015-10-01 00:00:00","swift","4315"
"2015-11-01 00:00:00","java","17797"
"2015-11-01 00:00:00","javascript","21295"
"2015-11-01 00:00:00","python","12306"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3619"
"2015-11-01 00:00:00","c++","7094"
"2015-11-01 00:00:00","c#","12397"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13368"
"2015-11-01 00:00:00","ruby","1958"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3541"
"2015-11-01 00:00:00","swift","4326"
"2015-12-01 00:00:00","java","16575"
"2015-12-01 00:00:00","c#","12156"
"2015-12-01 00:00:00","c++","6565"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21102"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3091"
"2015-12-01 00:00:00","php","13799"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","425"
"2015-12-01 00:00:00","r","3181"
"2015-12-01 00:00:00","python","11660"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","swift","4383"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16648"
"2016-01-01 00:00:00","c#","12369"
"2016-01-01 00:00:00","c","3049"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6098"
"2016-01-01 00:00:00","php","14619"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","ruby","2145"
"2016-01-01 00:00:00","javascript","22539"
"2016-01-01 00:00:00","python","12355"
"2016-01-01 00:00:00","swift","4796"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12744"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13259"
"2016-02-01 00:00:00","c++","6562"
"2016-02-01 00:00:00","java","17865"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22493"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14953"
"2016-02-01 00:00:00","swift","4764"
"2016-02-01 00:00:00","r","3598"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19933"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13620"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3451"
"2016-03-01 00:00:00","r","4046"
"2016-03-01 00:00:00","python","14072"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24111"
"2016-03-01 00:00:00","php","15171"
"2016-03-01 00:00:00","c++","7028"
"2016-03-01 00:00:00","ruby","2262"
"2016-03-01 00:00:00","swift","5085"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13728"
"2016-04-01 00:00:00","python","13673"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19506"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","c++","6900"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","javascript","23473"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14503"
"2016-04-01 00:00:00","r","4129"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23018"
"2016-05-01 00:00:00","c#","13507"
"2016-05-01 00:00:00","c","2723"
"2016-05-01 00:00:00","python","13111"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17048"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","c++","6140"
"2016-05-01 00:00:00","php","14482"
"2016-05-01 00:00:00","r","3801"
"2016-05-01 00:00:00","go","580"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15930"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13667"
"2016-06-01 00:00:00","c","2301"
"2016-06-01 00:00:00","c#","13073"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5723"
"2016-06-01 00:00:00","javascript","22163"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12911"
"2016-06-01 00:00:00","swift","4806"
"2016-07-01 00:00:00","c++","5475"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12011"
"2016-07-01 00:00:00","java","14958"
"2016-07-01 00:00:00","javascript","22216"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2350"
"2016-07-01 00:00:00","ruby","1902"
"2016-07-01 00:00:00","php","12950"
"2016-07-01 00:00:00","swift","4946"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","python","12837"
"2016-07-01 00:00:00","r","3745"
"2016-08-01 00:00:00","python","12921"
"2016-08-01 00:00:00","java","15192"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22679"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12725"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","ruby","1880"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5019"
"2016-08-01 00:00:00","php","12910"
"2016-08-01 00:00:00","swift","4912"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14694"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c#","11112"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2511"
"2016-09-01 00:00:00","php","12171"
"2016-09-01 00:00:00","python","12341"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","javascript","20470"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","c++","5145"
"2016-09-01 00:00:00","ruby","1926"
"2016-09-01 00:00:00","swift","4877"
"2016-10-01 00:00:00","php","12287"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11459"
"2016-10-01 00:00:00","c++","5977"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3212"
"2016-10-01 00:00:00","python","13508"
"2016-10-01 00:00:00","javascript","20453"
"2016-10-01 00:00:00","java","15347"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","406"
"2016-10-01 00:00:00","swift","4734"
"2016-10-01 00:00:00","r","3788"
"2016-11-01 00:00:00","c","3267"
"2016-11-01 00:00:00","c#","11661"
"2016-11-01 00:00:00","javascript","20529"
"2016-11-01 00:00:00","python","14189"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","273"
